M3LK,20210917,6,6,6,6,7400
M3LL,20210917,147,147,147,147,338800
M3LM,20210917,0.01,0.01,0.01,0.01,3200
M3LN,20210917,175,175,175,175,208700
M3LO,20210917,9,9,9,9,10000
M3LP,20210917,39,39,39,39,49600
M3LQ,20210917,213,213,213,213,328600
M3LR,20210917,0.01,0.01,0.01,0.01,2900
M3LS,20210917,5,5,5,5,6300
M3LT,20210917,0.01,0.01,0.01,0.01,2200
M3LU,20210917,60,60,60,60,294300
M3LV,20210917,346,346,346,346,479600
M3LW,20210917,3,3,3,3,2600
M3LX,20210917,406,406,406,406,557500
M3LY,20210917,2,2,2,2,6300
M3LZ,20210917,195,195,195,195,264600
M5DA,20210917,-29,-29,-29,-29,20200
M5DB,20210917,-24,-24,-24,-24,2800
M5DC,20210917,38,38,38,38,194900
M5DE,20210917,-877,-877,-877,-877,205400
M5DF,20210917,-19,-19,-19,-19,5800
M5DG,20210917,-190,-190,-190,-190,100400
M5DH,20210917,-257,-257,-257,-257,435100
M5DI,20210917,-40,-40,-40,-40,7300
M5DJ,20210917,-22,-22,-22,-22,2800
M5DK,20210917,-28,-28,-28,-28,7400
M5DL,20210917,-108,-108,-108,-108,338800
M5DM,20210917,-7,-7,-7,-7,3200
M5DN,20210917,-356,-356,-356,-356,208700
M5DO,20210917,-27,-27,-27,-27,10000
M5DP,20210917,-140,-140,-140,-140,49600
M5DQ,20210917,20,20,20,20,328600
M5DR,20210917,-10,-10,-10,-10,2900
M5DS,20210917,-8,-8,-8,-8,6300
M5DT,20210917,4,4,4,4,2200
M5DU,20210917,-35,-35,-35,-35,294300
M5DV,20210917,-330,-330,-330,-330,479600
M5DW,20210917,2,2,2,2,2600
M5DX,20210917,-365,-365,-365,-365,557500
M5DY,20210917,12,12,12,12,6300
M5DZ,20210917,-180,-180,-180,-180,264600
M5HA,20210917,43,43,43,43,20200
M5HB,20210917,0.01,0.01,0.01,0.01,2800
M5HC,20210917,604,604,604,604,194900
M5HE,20210917,214,214,214,214,205400
M5HF,20210917,7,7,7,7,5800
M5HG,20210917,205,205,205,205,100400
M5HH,20210917,970,970,970,970,435100
M5HI,20210917,7,7,7,7,7300
M5HJ,20210917,2,2,2,2,2800
M5HK,20210917,6,6,6,6,7400
M5HL,20210917,468,468,468,468,338800
M5HM,20210917,1,1,1,1,3200
M5HN,20210917,446,446,446,446,208700
M5HO,20210917,16,16,16,16,10000
M5HP,20210917,75,75,75,75,49600
M5HQ,20210917,949,949,949,949,328600
M5HR,20210917,5,5,5,5,2900
M5HS,20210917,8,8,8,8,6300
M5HT,20210917,6,6,6,6,2200
M5HU,20210917,312,312,312,312,294300
M5HV,20210917,1126,1126,1126,1126,479600
M5HW,20210917,9,9,9,9,2600
M5HX,20210917,1438,1438,1438,1438,557500
M5HY,20210917,24,24,24,24,6300
M5HZ,20210917,690,690,690,690,264600
M5LA,20210917,72,72,72,72,20200
M5LB,20210917,24,24,24,24,2800
M5LC,20210917,566,566,566,566,194900
M5LE,20210917,1091,1091,1091,1091,205400
M5LF,20210917,26,26,26,26,5800
M5LG,20210917,395,395,395,395,100400
M5LH,20210917,1227,1227,1227,1227,435100
M5LI,20210917,47,47,47,47,7300
M5LJ,20210917,24,24,24,24,2800
M5LK,20210917,34,34,34,34,7400
M5LL,20210917,576,576,576,576,338800
M5LM,20210917,8,8,8,8,3200
M5LN,20210917,802,802,802,802,208700
M5LO,20210917,43,43,43,43,10000
M5LP,20210917,215,215,215,215,49600
M5LQ,20210917,929,929,929,929,328600
M5LR,20210917,15,15,15,15,2900
M5LS,20210917,16,16,16,16,6300
M5LT,20210917,2,2,2,2,2200
M5LU,20210917,347,347,347,347,294300
M5LV,20210917,1456,1456,1456,1456,479600
M5LW,20210917,7,7,7,7,2600
M5LX,20210917,1803,1803,1803,1803,557500
M5LY,20210917,12,12,12,12,6300
M5LZ,20210917,870,870,870,870,264600
M6DA,20210917,-10,-10,-10,-10,20200
M6DB,20210917,-4,-4,-4,-4,2800
M6DC,20210917,-51,-51,-51,-51,194900
M6DE,20210917,-14,-14,-14,-14,205400
M6DF,20210917,0.01,0.01,0.01,0.01,5800
M6DG,20210917,-20,-20,-20,-20,100400
M6DH,20210917,-47,-47,-47,-47,435100
M6DI,20210917,-7,-7,-7,-7,7300
M6DJ,20210917,0.01,0.01,0.01,0.01,2800
M6DK,20210917,-1,-1,-1,-1,7400
M6DL,20210917,-89,-89,-89,-89,338800
M6DM,20210917,0.01,0.01,0.01,0.01,3200
M6DN,20210917,-63,-63,-63,-63,208700
M6DO,20210917,-6,-6,-6,-6,10000
M6DP,20210917,-14,-14,-14,-14,49600
M6DQ,20210917,-63,-63,-63,-63,328600
M6DR,20210917,0.01,0.01,0.01,0.01,2900
M6DS,20210917,0.01,0.01,0.01,0.01,6300
M6DT,20210917,0.01,0.01,0.01,0.01,2200
M6DU,20210917,-19,-19,-19,-19,294300
M6DV,20210917,-117,-117,-117,-117,479600
M6DW,20210917,-2,-2,-2,-2,2600
M6DX,20210917,-136,-136,-136,-136,557500
M6DY,20210917,0.01,0.01,0.01,0.01,6300
M6DZ,20210917,-47,-47,-47,-47,264600
M6HA,20210917,2,2,2,2,20200
M6HB,20210917,0.01,0.01,0.01,0.01,2800
M6HC,20210917,63,63,63,63,194900
M6HE,20210917,15,15,15,15,205400
M6HF,20210917,2,2,2,2,5800
M6HG,20210917,27,27,27,27,100400
M6HH,20210917,124,124,124,124,435100
M6HI,20210917,0.01,0.01,0.01,0.01,7300
M6HJ,20210917,0.01,0.01,0.01,0.01,2800
M6HK,20210917,1,1,1,1,7400
M6HL,20210917,19,19,19,19,338800
M6HM,20210917,0.01,0.01,0.01,0.01,3200
M6HN,20210917,56,56,56,56,208700
M6HO,20210917,1,1,1,1,10000
M6HP,20210917,7,7,7,7,49600
M6HQ,20210917,85,85,85,85,328600
M6HR,20210917,0.01,0.01,0.01,0.01,2900
M6HS,20210917,3,3,3,3,6300
M6HT,20210917,0.01,0.01,0.01,0.01,2200
M6HU,20210917,18,18,18,18,294300
M6HV,20210917,125,125,125,125,479600
M6HW,20210917,0.01,0.01,0.01,0.01,2600
M6HX,20210917,143,143,143,143,557500
M6HY,20210917,1,1,1,1,6300
M6HZ,20210917,84,84,84,84,264600
M6LA,20210917,12,12,12,12,20200
M6LB,20210917,4,4,4,4,2800
M6LC,20210917,114,114,114,114,194900
M6LE,20210917,29,29,29,29,205400
M6LF,20210917,2,2,2,2,5800
M6LG,20210917,47,47,47,47,100400
M6LH,20210917,171,171,171,171,435100
M6LI,20210917,7,7,7,7,7300
M6LJ,20210917,0.01,0.01,0.01,0.01,2800
M6LK,20210917,2,2,2,2,7400
M6LL,20210917,108,108,108,108,338800
M6LM,20210917,0.01,0.01,0.01,0.01,3200
M6LN,20210917,119,119,119,119,208700
M6LO,20210917,7,7,7,7,10000
M6LP,20210917,21,21,21,21,49600
M6LQ,20210917,148,148,148,148,328600
M6LR,20210917,0.01,0.01,0.01,0.01,2900
M6LS,20210917,3,3,3,3,6300
M6LT,20210917,0.01,0.01,0.01,0.01,2200
M6LU,20210917,37,37,37,37,294300
M6LV,20210917,242,242,242,242,479600
M6LW,20210917,2,2,2,2,2600
M6LX,20210917,279,279,279,279,557500
M6LY,20210917,1,1,1,1,6300
M6LZ,20210917,131,131,131,131,264600
MADA,20210917,-5,-5,-5,-5,20200
MADB,20210917,0.01,0.01,0.01,0.01,2800
MADC,20210917,23,23,23,23,194900
MADE,20210917,2,2,2,2,205400
MADF,20210917,2,2,2,2,5800
MADG,20210917,12,12,12,12,100400
MADH,20210917,61,61,61,61,435100
MADI,20210917,0.01,0.01,0.01,0.01,7300
MADJ,20210917,0.01,0.01,0.01,0.01,2800
MADK,20210917,1,1,1,1,7400
MADL,20210917,-37,-37,-37,-37,338800
MADM,20210917,0.01,0.01,0.01,0.01,3200
MADN,20210917,26,26,26,26,208700
MADO,20210917,0.01,0.01,0.01,0.01,10000
MADP,20210917,4,4,4,4,49600
MADQ,20210917,3,3,3,3,328600
MADR,20210917,0.01,0.01,0.01,0.01,2900
MADS,20210917,1,1,1,1,6300
MADT,20210917,0.01,0.01,0.01,0.01,2200
MADU,20210917,6,6,6,6,294300
MADV,20210917,18,18,18,18,479600
MADW,20210917,-1,-1,-1,-1,2600
MADX,20210917,24,24,24,24,557500
MADY,20210917,1,1,1,1,6300
MADZ,20210917,38,38,38,38,264600
MAHA,20210917,0.01,0.01,0.01,0.01,20200
MAHB,20210917,0.01,0.01,0.01,0.01,2800
MAHC,20210917,42,42,42,42,194900
MAHE,20210917,12,12,12,12,205400
MAHF,20210917,2,2,2,2,5800
MAHG,20210917,20,20,20,20,100400
MAHH,20210917,84,84,84,84,435100
MAHI,20210917,0.01,0.01,0.01,0.01,7300
MAHJ,20210917,0.01,0.01,0.01,0.01,2800
MAHK,20210917,1,1,1,1,7400
MAHL,20210917,11,11,11,11,338800
MAHM,20210917,0.01,0.01,0.01,0.01,3200
MAHN,20210917,46,46,46,46,208700
MAHO,20210917,1,1,1,1,10000
MAHP,20210917,7,7,7,7,49600
MAHQ,20210917,49,49,49,49,328600
MAHR,20210917,0.01,0.01,0.01,0.01,2900
MAHS,20210917,3,3,3,3,6300
MAHT,20210917,0.01,0.01,0.01,0.01,2200
MAHU,20210917,13,13,13,13,294300
MAHV,20210917,82,82,82,82,479600
MAHW,20210917,0.01,0.01,0.01,0.01,2600
MAHX,20210917,95,95,95,95,557500
MAHY,20210917,1,1,1,1,6300
MAHZ,20210917,58,58,58,58,264600
MALA,20210917,5,5,5,5,20200
MALB,20210917,0.01,0.01,0.01,0.01,2800
MALC,20210917,19,19,19,19,194900
MALE,20210917,10,10,10,10,205400
MALF,20210917,0.01,0.01,0.01,0.01,5800
MALG,20210917,8,8,8,8,100400
MALH,20210917,23,23,23,23,435100
MALI,20210917,0.01,0.01,0.01,0.01,7300
MALJ,20210917,0.01,0.01,0.01,0.01,2800
MALK,20210917,0.01,0.01,0.01,0.01,7400
MALL,20210917,48,48,48,48,338800
MALM,20210917,0.01,0.01,0.01,0.01,3200
MALN,20210917,20,20,20,20,208700
MALO,20210917,1,1,1,1,10000
MALP,20210917,3,3,3,3,49600
MALQ,20210917,46,46,46,46,328600
MALR,20210917,0.01,0.01,0.01,0.01,2900
MALS,20210917,2,2,2,2,6300
MALT,20210917,0.01,0.01,0.01,0.01,2200
MALU,20210917,7,7,7,7,294300
MALV,20210917,64,64,64,64,479600
MALW,20210917,1,1,1,1,2600
MALX,20210917,71,71,71,71,557500
MALY,20210917,0.01,0.01,0.01,0.01,6300
MALZ,20210917,20,20,20,20,264600
MERV,20210917,79738.14,80292.5,78512.1,78512.1,0
MMFD,20210917,50.18,50.18,38.24,47.34,0
MMFI,20210917,43.89,43.89,40.76,43.66,0
MMOF,20210917,42.55,42.55,40.79,42.08,0
MMOH,20210917,40.29,40.29,38.36,39.84,0
MMTH,20210917,49.33,49.44,48.16,49.44,0
MMTW,20210917,38.24,39.29,34.33,39.29,0
MNFD,20210917,48.34,48.41,48.24,48.29,0
MNFI,20210917,43.43,43.48,43.3,43.3,0
MNOF,20210917,42.27,42.55,42.27,42.46,0
MNOH,20210917,39.83,40.12,39.83,40.04,0
MNTH,20210917,49.21,49.51,49.21,49.46,0
MNTW,20210917,39.83,39.83,39.68,39.73,0
MOFD,20210917,22.91,23.5,22.91,23.42,0
MOFI,20210917,42.18,42.28,42.12,42.15,0
MOOF,20210917,42.2,42.57,42.2,42.57,0
MOOH,20210917,39.78,40.1,39.78,40.07,0
MOTH,20210917,50.53,50.84,50.53,50.84,0
MOTW,20210917,42.04,42.21,42.04,42.08,0
MPFD,20210917,15.51,16.04,15.51,16.04,0
MPFI,20210917,29.64,30.15,29.64,30.14,0
MPOF,20210917,38.91,39.49,38.91,39.49,0
MPOH,20210917,32.78,33.39,32.78,33.39,0
MPTH,20210917,49.14,49.64,49.14,49.64,0
MPTW,20210917,25.21,25.66,25.21,25.66,0
MTFD,20210917,42.14,42.14,34.34,37.93,0
MTFI,20210917,50.89,50.89,46.95,49.31,0
MTOF,20210917,56.96,56.96,54.55,55.38,0
MTOH,20210917,51.78,51.78,49.07,50.07,0
MTTH,20210917,63.92,63.92,61.82,63.42,0
MTTW,20210917,47.14,47.14,42.27,45.22,0
MUFD,20210917,48.12,49.08,48.12,49.01,0
MUFI,20210917,52.41,52.41,51.08,51.59,0
MUOF,20210917,57.42,57.66,56.97,57.66,0
MUOH,20210917,52.77,52.77,51.31,51.59,0
MUTH,20210917,64.4,64.4,63.67,64.33,0
MUTW,20210917,48.83,48.83,48.45,48.55,0
MVFD,20210917,34.64,36.43,34.64,36.37,0
MVFI,20210917,50.8,51.12,49.76,50.22,0
MVOF,20210917,58.88,58.88,57.98,58.59,0
MVOH,20210917,51.52,51.52,50.54,51.14,0
MVTH,20210917,65.88,66.05,65.41,66.05,0
MVTW,20210917,49.19,49.75,49.19,49.46,0
MWFD,20210917,20.5,21.35,20.24,21.31,0
MWFI,20210917,32.12,33.64,32.12,33.58,0
MWOF,20210917,50.09,51.46,49.73,51.38,0
MWOH,20210917,40.47,41.91,40.47,41.71,0
MWTH,20210917,59.16,60.73,58.98,60.73,0
MWTW,20210917,28.49,30.56,28.49,30.52,0
MXX,20210917,52195.21,52195.21,51266.34,51307.71,0
MYDA,20210917,-12,-12,-12,-12,20200
MYDB,20210917,0.01,0.01,0.01,0.01,2800
MYDC,20210917,-12,-12,-12,-12,194900
MYDE,20210917,-8,-8,-8,-8,205400
MYDF,20210917,1,1,1,1,5800
MYDG,20210917,0.01,0.01,0.01,0.01,100400
MYDH,20210917,12,12,12,12,435100
MYDI,20210917,0.01,0.01,0.01,0.01,7300
MYDJ,20210917,0.01,0.01,0.01,0.01,2800
MYDK,20210917,0.01,0.01,0.01,0.01,7400
MYDL,20210917,-77,-77,-77,-77,338800
MYDM,20210917,0.01,0.01,0.01,0.01,3200
MYDN,20210917,-11,-11,-11,-11,208700
MYDO,20210917,0.01,0.01,0.01,0.01,10000
MYDP,20210917,1,1,1,1,49600
MYDQ,20210917,-42,-42,-42,-42,328600
MYDR,20210917,0.01,0.01,0.01,0.01,2900
MYDS,20210917,1,1,1,1,6300
MYDT,20210917,0.01,0.01,0.01,0.01,2200
MYDU,20210917,-9,-9,-9,-9,294300
MYDV,20210917,-56,-56,-56,-56,479600
MYDW,20210917,-1,-1,-1,-1,2600
MYDX,20210917,-65,-65,-65,-65,557500
MYDY,20210917,0.01,0.01,0.01,0.01,6300
MYDZ,20210917,1,1,1,1,264600
MYHA,20210917,0.01,0.01,0.01,0.01,20200
MYHB,20210917,0.01,0.01,0.01,0.01,2800
MYHC,20210917,43,43,43,43,194900
MYHE,20210917,13,13,13,13,205400
MYHF,20210917,2,2,2,2,5800
MYHG,20210917,22,22,22,22,100400
MYHH,20210917,89,89,89,89,435100
MYHI,20210917,0.01,0.01,0.01,0.01,7300
MYHJ,20210917,0.01,0.01,0.01,0.01,2800
MYHK,20210917,1,1,1,1,7400
MYHL,20210917,11,11,11,11,338800
MYHM,20210917,0.01,0.01,0.01,0.01,3200
MYHN,20210917,49,49,49,49,208700
MYHO,20210917,1,1,1,1,10000
MYHP,20210917,7,7,7,7,49600
MYHQ,20210917,51,51,51,51,328600
MYHR,20210917,0.01,0.01,0.01,0.01,2900
MYHS,20210917,3,3,3,3,6300
MYHT,20210917,0.01,0.01,0.01,0.01,2200
MYHU,20210917,13,13,13,13,294300
MYHV,20210917,87,87,87,87,479600
MYHW,20210917,0.01,0.01,0.01,0.01,2600
MYHX,20210917,100,100,100,100,557500
MYHY,20210917,1,1,1,1,6300
MYHZ,20210917,61,61,61,61,264600
MYLA,20210917,12,12,12,12,20200
MYLB,20210917,0.01,0.01,0.01,0.01,2800
MYLC,20210917,55,55,55,55,194900
MYLE,20210917,21,21,21,21,205400
MYLF,20210917,1,1,1,1,5800
MYLG,20210917,22,22,22,22,100400
MYLH,20210917,77,77,77,77,435100
MYLI,20210917,0.01,0.01,0.01,0.01,7300
MYLJ,20210917,0.01,0.01,0.01,0.01,2800
MYLK,20210917,1,1,1,1,7400
MYLL,20210917,88,88,88,88,338800
MYLM,20210917,0.01,0.01,0.01,0.01,3200
MYLN,20210917,60,60,60,60,208700
MYLO,20210917,1,1,1,1,10000
MYLP,20210917,6,6,6,6,49600
MYLQ,20210917,93,93,93,93,328600
MYLR,20210917,0.01,0.01,0.01,0.01,2900
MYLS,20210917,2,2,2,2,6300
MYLT,20210917,0.01,0.01,0.01,0.01,2200
MYLU,20210917,22,22,22,22,294300
MYLV,20210917,143,143,143,143,479600
MYLW,20210917,1,1,1,1,2600
MYLX,20210917,165,165,165,165,557500
MYLY,20210917,1,1,1,1,6300
MYLZ,20210917,60,60,60,60,264600
N1DA,20210917,-82,-82,-82,-82,59800
N1DB,20210917,-63,-63,-63,-63,39600
N1DC,20210917,-12,-12,-12,-12,10200
N1DD,20210917,-9,-9,-9,-9,3000
N1DE,20210917,-23,-23,-23,-23,6500
N1DF,20210917,-4,-4,-4,-4,2000
N1DG,20210917,-10,-10,-10,-10,1500
N1DH,20210917,-29,-29,-29,-29,22700
N1DI,20210917,-21,-21,-21,-21,6000
N1DJ,20210917,-39,-39,-39,-39,30100
N1DK,20210917,-70,-70,-70,-70,67600
N1DL,20210917,-52,-52,-52,-52,60100
N1DM,20210917,-19,-19,-19,-19,24400
N1DN,20210917,-141,-141,-141,-141,152100
N1DO,20210917,-29,-29,-29,-29,97900
N1DP,20210917,-90,-90,-90,-90,47800
N1DU,20210917,-203,-203,-203,-203,216400
N1DV,20210917,-56,-56,-56,-56,30700
N1HA,20210917,33,33,33,33,59800
N1HB,20210917,27,27,27,27,39600
N1HC,20210917,4,4,4,4,10200
N1HD,20210917,2,2,2,2,3000
N1HE,20210917,4,4,4,4,6500
N1HF,20210917,1,1,1,1,2000
N1HG,20210917,1,1,1,1,1500
N1HH,20210917,16,16,16,16,22700
N1HI,20210917,0.01,0.01,0.01,0.01,6000
N1HJ,20210917,16,16,16,16,30100
N1HK,20210917,55,55,55,55,67600
N1HL,20210917,48,48,48,48,60100
N1HM,20210917,12,12,12,12,24400
N1HN,20210917,115,115,115,115,152100
N1HO,20210917,91,91,91,91,97900
N1HP,20210917,15,15,15,15,47800
N1HU,20210917,189,189,189,189,216400
N1HV,20210917,18,18,18,18,30700
N1LA,20210917,115,115,115,115,59800
N1LB,20210917,90,90,90,90,39600
N1LC,20210917,16,16,16,16,10200
N1LD,20210917,11,11,11,11,3000
N1LE,20210917,27,27,27,27,6500
N1LF,20210917,5,5,5,5,2000
N1LG,20210917,11,11,11,11,1500
N1LH,20210917,45,45,45,45,22700
N1LI,20210917,21,21,21,21,6000
N1LJ,20210917,55,55,55,55,30100
N1LK,20210917,125,125,125,125,67600
N1LL,20210917,100,100,100,100,60100
N1LM,20210917,31,31,31,31,24400
N1LN,20210917,256,256,256,256,152100
N1LO,20210917,120,120,120,120,97900
N1LP,20210917,105,105,105,105,47800
N1LU,20210917,392,392,392,392,216400
N1LV,20210917,74,74,74,74,30700
N3DA,20210917,-36,-36,-36,-36,59800
N3DB,20210917,-25,-25,-25,-25,39600
N3DC,20210917,-3,-3,-3,-3,10200
N3DD,20210917,-4,-4,-4,-4,3000
N3DE,20210917,-9,-9,-9,-9,6500
N3DF,20210917,-3,-3,-3,-3,2000
N3DG,20210917,-2,-2,-2,-2,1500
N3DH,20210917,-8,-8,-8,-8,22700
N3DI,20210917,-7,-7,-7,-7,6000
N3DJ,20210917,-24,-24,-24,-24,30100
N3DK,20210917,-44,-44,-44,-44,67600
N3DL,20210917,-36,-36,-36,-36,60100
N3DM,20210917,-18,-18,-18,-18,24400
N3DN,20210917,-98,-98,-98,-98,152100
N3DO,20210917,2,2,2,2,97900
N3DP,20210917,-9,-9,-9,-9,47800
N3DU,20210917,-100,-100,-100,-100,216400
N3DV,20210917,-20,-20,-20,-20,30700
N3HA,20210917,20,20,20,20,59800
N3HB,20210917,16,16,16,16,39600
N3HC,20210917,2,2,2,2,10200
N3HD,20210917,1,1,1,1,3000
N3HE,20210917,2,2,2,2,6500
N3HF,20210917,1,1,1,1,2000
N3HG,20210917,0.01,0.01,0.01,0.01,1500
N3HH,20210917,11,11,11,11,22700
N3HI,20210917,0.01,0.01,0.01,0.01,6000
N3HJ,20210917,11,11,11,11,30100
N3HK,20210917,28,28,28,28,67600
N3HL,20210917,26,26,26,26,60100
N3HM,20210917,6,6,6,6,24400
N3HN,20210917,60,60,60,60,152100
N3HO,20210917,57,57,57,57,97900
N3HP,20210917,9,9,9,9,47800
N3HU,20210917,117,117,117,117,216400
N3HV,20210917,9,9,9,9,30700
N3LA,20210917,56,56,56,56,59800
N3LB,20210917,41,41,41,41,39600
N3LC,20210917,5,5,5,5,10200
N3LD,20210917,5,5,5,5,3000
N3LE,20210917,11,11,11,11,6500
N3LF,20210917,4,4,4,4,2000
N3LG,20210917,2,2,2,2,1500
N3LH,20210917,19,19,19,19,22700
N3LI,20210917,7,7,7,7,6000
N3LJ,20210917,35,35,35,35,30100
N3LK,20210917,72,72,72,72,67600
N3LL,20210917,62,62,62,62,60100
N3LM,20210917,24,24,24,24,24400
N3LN,20210917,158,158,158,158,152100
N3LO,20210917,55,55,55,55,97900
N3LP,20210917,18,18,18,18,47800
N3LU,20210917,217,217,217,217,216400
N3LV,20210917,29,29,29,29,30700
N5DA,20210917,-41,-41,-41,-41,59800
N5DB,20210917,-84,-84,-84,-84,39600
N5DC,20210917,-24,-24,-24,-24,10200
N5DD,20210917,-10,-10,-10,-10,3000
N5DE,20210917,-21,-21,-21,-21,6500
N5DF,20210917,0.01,0.01,0.01,0.01,2000
N5DG,20210917,-11,-11,-11,-11,1500
N5DH,20210917,-52,-52,-52,-52,22700
N5DI,20210917,-30,-30,-30,-30,6000
N5DJ,20210917,-81,-81,-81,-81,30100
N5DK,20210917,-130,-130,-130,-130,67600
N5DL,20210917,-117,-117,-117,-117,60100
N5DM,20210917,-32,-32,-32,-32,24400
N5DN,20210917,-279,-279,-279,-279,152100
N5DO,20210917,3,3,3,3,97900
N5DP,20210917,-201,-201,-201,-201,47800
N5DU,20210917,-468,-468,-468,-468,216400
N5DV,20210917,-84,-84,-84,-84,30700
N5HA,20210917,162,162,162,162,59800
N5HB,20210917,72,72,72,72,39600
N5HC,20210917,16,16,16,16,10200
N5HD,20210917,4,4,4,4,3000
N5HE,20210917,14,14,14,14,6500
N5HF,20210917,8,8,8,8,2000
N5HG,20210917,2,2,2,2,1500
N5HH,20210917,36,36,36,36,22700
N5HI,20210917,3,3,3,3,6000
N5HJ,20210917,42,42,42,42,30100
N5HK,20210917,123,123,123,123,67600
N5HL,20210917,107,107,107,107,60100
N5HM,20210917,55,55,55,55,24400
N5HN,20210917,285,285,285,285,152100
N5HO,20210917,273,273,273,273,97900
N5HP,20210917,62,62,62,62,47800
N5HU,20210917,375,375,375,375,216400
N5HV,20210917,45,45,45,45,30700
N5LA,20210917,203,203,203,203,59800
N5LB,20210917,156,156,156,156,39600
N5LC,20210917,40,40,40,40,10200
N5LD,20210917,14,14,14,14,3000
N5LE,20210917,35,35,35,35,6500
N5LF,20210917,8,8,8,8,2000
N5LG,20210917,13,13,13,13,1500
N5LH,20210917,88,88,88,88,22700
N5LI,20210917,33,33,33,33,6000
N5LJ,20210917,123,123,123,123,30100
N5LK,20210917,253,253,253,253,67600
N5LL,20210917,224,224,224,224,60100
N5LM,20210917,87,87,87,87,24400
N5LN,20210917,564,564,564,564,152100
N5LO,20210917,270,270,270,270,97900
N5LP,20210917,263,263,263,263,47800
N5LU,20210917,843,843,843,843,216400
N5LV,20210917,129,129,129,129,30700
N6DA,20210917,-25,-25,-25,-25,59800
N6DB,20210917,-12,-12,-12,-12,39600
N6DC,20210917,1,1,1,1,10200
N6DD,20210917,-3,-3,-3,-3,3000
N6DE,20210917,-5,-5,-5,-5,6500
N6DF,20210917,-2,-2,-2,-2,2000
N6DG,20210917,0.01,0.01,0.01,0.01,1500
N6DH,20210917,-2,-2,-2,-2,22700
N6DI,20210917,-4,-4,-4,-4,6000
N6DJ,20210917,-18,-18,-18,-18,30100
N6DK,20210917,-29,-29,-29,-29,67600
N6DL,20210917,-26,-26,-26,-26,60100
N6DM,20210917,-14,-14,-14,-14,24400
N6DN,20210917,-69,-69,-69,-69,152100
N6DO,20210917,9,9,9,9,97900
N6DP,20210917,-7,-7,-7,-7,47800
N6DU,20210917,-67,-67,-67,-67,216400
N6DV,20210917,-14,-14,-14,-14,30700
N6HA,20210917,18,18,18,18,59800
N6HB,20210917,13,13,13,13,39600
N6HC,20210917,2,2,2,2,10200
N6HD,20210917,0.01,0.01,0.01,0.01,3000
N6HE,20210917,1,1,1,1,6500
N6HF,20210917,1,1,1,1,2000
N6HG,20210917,0.01,0.01,0.01,0.01,1500
N6HH,20210917,10,10,10,10,22700
N6HI,20210917,0.01,0.01,0.01,0.01,6000
N6HJ,20210917,6,6,6,6,30100
N6HK,20210917,20,20,20,20,67600
N6HL,20210917,15,15,15,15,60100
N6HM,20210917,4,4,4,4,24400
N6HN,20210917,39,39,39,39,152100
N6HO,20210917,44,44,44,44,97900
N6HP,20210917,8,8,8,8,47800
N6HU,20210917,83,83,83,83,216400
N6HV,20210917,4,4,4,4,30700
N6LA,20210917,43,43,43,43,59800
N6LB,20210917,25,25,25,25,39600
N6LC,20210917,1,1,1,1,10200
N6LD,20210917,3,3,3,3,3000
N6LE,20210917,6,6,6,6,6500
N6LF,20210917,3,3,3,3,2000
N6LG,20210917,0.01,0.01,0.01,0.01,1500
N6LH,20210917,12,12,12,12,22700
N6LI,20210917,4,4,4,4,6000
N6LJ,20210917,24,24,24,24,30100
N6LK,20210917,49,49,49,49,67600
N6LL,20210917,41,41,41,41,60100
N6LM,20210917,18,18,18,18,24400
N6LN,20210917,108,108,108,108,152100
N6LO,20210917,35,35,35,35,97900
N6LP,20210917,15,15,15,15,47800
N6LU,20210917,150,150,150,150,216400
N6LV,20210917,18,18,18,18,30700
NADA,20210917,5,5,5,5,59800
NADB,20210917,7,7,7,7,39600
NADC,20210917,1,1,1,1,10200
NADD,20210917,-1,-1,-1,-1,3000
NADE,20210917,0.01,0.01,0.01,0.01,6500
NADF,20210917,1,1,1,1,2000
NADG,20210917,0.01,0.01,0.01,0.01,1500
NADH,20210917,4,4,4,4,22700
NADI,20210917,-3,-3,-3,-3,6000
NADJ,20210917,-15,-15,-15,-15,30100
NADK,20210917,-3,-3,-3,-3,67600
NADL,20210917,-14,-14,-14,-14,60100
NADM,20210917,-2,-2,-2,-2,24400
NADN,20210917,-19,-19,-19,-19,152100
NADO,20210917,21,21,21,21,97900
NADP,20210917,-2,-2,-2,-2,47800
NADU,20210917,14,14,14,14,216400
NADV,20210917,1,1,1,1,30700
NAHA,20210917,12,12,12,12,59800
NAHB,20210917,11,11,11,11,39600
NAHC,20210917,2,2,2,2,10200
NAHD,20210917,0.01,0.01,0.01,0.01,3000
NAHE,20210917,1,1,1,1,6500
NAHF,20210917,1,1,1,1,2000
NAHG,20210917,0.01,0.01,0.01,0.01,1500
NAHH,20210917,9,9,9,9,22700
NAHI,20210917,0.01,0.01,0.01,0.01,6000
NAHJ,20210917,2,2,2,2,30100
NAHK,20210917,19,19,19,19,67600
NAHL,20210917,10,10,10,10,60100
NAHM,20210917,1,1,1,1,24400
NAHN,20210917,30,30,30,30,152100
NAHO,20210917,28,28,28,28,97900
NAHP,20210917,5,5,5,5,47800
NAHU,20210917,66,66,66,66,216400
NAHV,20210917,4,4,4,4,30700
NALA,20210917,7,7,7,7,59800
NALB,20210917,4,4,4,4,39600
NALC,20210917,1,1,1,1,10200
NALD,20210917,1,1,1,1,3000
NALE,20210917,1,1,1,1,6500
